area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Plot  Area,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3,3541.6666666666665
Super built-up  Area,Sarjapura - Attibele Road,1033.0,2.0,2.0,28.41,2,2750.242013552759
Super built-up  Area,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3,3102.6252983293557
Plot  Area,Sarjapura - Attibele Road,1800.0,3.0,2.0,90.0,3,5000.0
Built-up  Area,Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2,2828.7461773700306
Super built-up  Area,Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2,2960.857409133271
Built-up  Area,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3,3684.2105263157896
Super built-up  Area,Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2,3394.4954128440368
Super built-up  Area,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2,3197.158081705151
Super built-up  Area,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1,3195.945945945946
Super built-up  Area,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3,3344.051446945338
Super built-up  Area,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2,5787.037037037037
Super built-up  Area,Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1,7556.675062972292
Super built-up  Area,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2,5686.789151356081
Super built-up  Area,Sector 2 HSR Layout,1665.0,3.0,2.0,110.0,3,6606.606606606607
Super built-up  Area,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3,5291.005291005291
Built-up  Area,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2,7582.582582582582
Super built-up  Area,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3,5625.0
Super built-up  Area,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2,5361.494719740049
Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,9166.666666666666
Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2,8500.42992261393
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3,8238.636363636364
Built-up  Area,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3,7692.307692307692
Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2,8500.42992261393
Super built-up  Area,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2,8569.29955290611
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3,9090.90909090909
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3,8068.181818181818
Built-up  Area,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3,8125.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,185.0,3,10511.363636363636
Super built-up  Area,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2,8500.0
Super built-up  Area,Seegehalli,901.0,2.0,1.0,35.14,2,3900.110987791343
Super built-up  Area,Seegehalli,1150.0,2.0,2.0,42.9,3,3730.4347826086955
Plot  Area,Seegehalli,800.0,1.0,0.0,50.0,2,6250.0
Super built-up  Area,Seegehalli,1525.0,3.0,2.0,65.0,3,4262.295081967213
Super built-up  Area,Seegehalli,1118.0,2.0,2.0,37.5,2,3354.2039355992843
Plot  Area,Seegehalli,1200.0,2.0,0.0,62.0,3,5166.666666666667
Plot  Area,Seegehalli,1155.0,2.0,0.0,72.0,2,6233.766233766234
Super built-up  Area,Seegehalli,1830.0,4.0,2.0,82.0,3,4480.87431693989
Plot  Area,Seegehalli,4000.0,3.0,1.0,235.0,3,5875.0
Built-up  Area,Seegehalli,3000.0,5.0,3.0,150.0,4,5000.0
Super built-up  Area,Seegehalli,2800.0,4.0,3.0,140.0,4,5000.0
Super built-up  Area,Seegehalli,1096.0,2.0,1.0,41.0,2,3740.875912408759
Super built-up  Area,Seegehalli,1420.0,2.0,2.0,46.0,3,3239.43661971831
Super built-up  Area,Seegehalli,920.0,2.0,1.0,27.0,2,2934.782608695652
Super built-up  Area,Seegehalli,1553.0,3.0,3.0,68.0,3,4378.62202189311
Super built-up  Area,Seegehalli,1639.0,3.0,3.0,120.0,3,7321.537522879805
Plot  Area,Seegehalli,3000.0,4.0,2.0,235.0,3,7833.333333333333
Super built-up  Area,Seegehalli,1134.0,2.0,2.0,45.0,2,3968.253968253968
Super built-up  Area,Seegehalli,1683.0,3.0,3.0,80.0,3,4753.416518122401
Super built-up  Area,Seegehalli,1176.0,2.0,2.0,50.0,2,4251.700680272109
Plot  Area,Seegehalli,3000.0,4.0,2.0,240.0,3,8000.0
Built-up  Area,Shampura,2650.0,4.0,2.0,150.0,4,5660.377358490566
Super built-up  Area,Shampura,1200.0,2.0,3.0,53.0,2,4416.666666666667
Super built-up  Area,Shampura,700.0,1.0,2.0,35.0,2,5000.0
Built-up  Area,Shampura,1400.0,3.0,1.0,70.0,3,5000.0
Built-up  Area,Shampura,1475.0,3.0,3.0,78.0,3,5288.135593220339
Super built-up  Area,Shampura,1700.0,3.0,3.0,75.0,3,4411.764705882353
Built-up  Area,Shivaji Nagar,850.0,2.0,2.0,55.0,2,6470.588235294118
Super built-up  Area,Shivaji Nagar,1554.0,3.0,3.0,130.0,2,8365.508365508365
Plot  Area,Shivaji Nagar,3820.0,1.0,1.0,306.0,1,8010.471204188481
Super built-up  Area,Shivaji Nagar,703.0,2.0,1.0,49.5,2,7041.251778093883
Super built-up  Area,Shivaji Nagar,1460.0,2.0,1.0,90.0,3,6164.3835616438355
Carpet  Area,Shivaji Nagar,600.0,1.0,1.0,65.0,2,10833.333333333334
Built-up  Area,Singasandra,1440.0,2.0,3.0,65.0,3,4513.888888888889
Super built-up  Area,Singasandra,1030.0,2.0,2.0,55.0,2,5339.805825242718
Built-up  Area,Singasandra,3850.0,6.0,3.0,195.0,4,5064.935064935065
Super built-up  Area,Singasandra,1100.0,2.0,1.0,52.0,2,4727.272727272727
Super built-up  Area,Singasandra,1306.0,2.0,2.0,58.0,3,4441.04134762634
Super built-up  Area,Singasandra,1300.0,2.0,2.0,65.0,2,5000.0
Built-up  Area,Singasandra,3126.0,4.0,2.0,120.0,4,3838.7715930902114
Super built-up  Area,Singasandra,1464.0,3.0,2.0,56.0,3,3825.136612021858
Super built-up  Area,Singasandra,1010.0,2.0,1.0,40.0,2,3960.3960396039606
Built-up  Area,Singasandra,1375.0,2.0,3.0,58.0,2,4218.181818181818
Super built-up  Area,Singasandra,1120.0,2.0,1.0,60.0,2,5357.142857142857
Super built-up  Area,Singasandra,1510.0,3.0,2.0,75.0,3,4966.887417218543
Super built-up  Area,Singasandra,1179.0,2.0,2.0,56.0,2,4749.787955894826
Super built-up  Area,Singasandra,1416.0,2.0,2.0,67.0,2,4731.6384180790965
Super built-up  Area,Singasandra,1476.0,2.0,1.0,73.0,3,4945.79945799458
Super built-up  Area,Singasandra,1139.7,2.0,1.0,45.0,2,3948.407475651487
Super built-up  Area,Singasandra,1465.0,2.0,3.0,60.0,2,4095.563139931741
Super built-up  Area,Singasandra,1653.0,3.0,2.0,85.0,3,5142.165759225651
Built-up  Area,Somasundara Palya,1255.0,2.0,2.0,67.0,2,5338.645418326693
Super built-up  Area,Somasundara Palya,1448.0,2.0,2.0,68.0,2,4696.132596685083
Super built-up  Area,Somasundara Palya,1570.0,3.0,3.0,68.0,3,4331.210191082802
Super built-up  Area,Somasundara Palya,1178.0,2.0,3.0,73.0,2,6196.9439728353145
Super built-up  Area,Somasundara Palya,1260.0,2.0,1.0,60.0,2,4761.9047619047615
Built-up  Area,Somasundara Palya,1033.0,2.0,2.0,48.0,2,4646.660212971927
Super built-up  Area,Somasundara Palya,1329.0,2.0,2.0,70.0,2,5267.11813393529
Built-up  Area,Somasundara Palya,2372.0,3.0,2.0,140.0,3,5902.192242833053
Super built-up  Area,Somasundara Palya,1185.0,2.0,3.0,70.0,2,5907.172995780591
Super built-up  Area,Somasundara Palya,1575.0,3.0,3.0,68.0,3,4317.460317460317
Super built-up  Area,Somasundara Palya,1600.0,3.0,3.0,68.0,3,4250.0
Super built-up  Area,Somasundara Palya,1200.0,2.0,2.0,75.0,2,6250.0
Super built-up  Area,Somasundara Palya,1600.0,3.0,3.0,69.0,3,4312.5
Built-up  Area,Somasundara Palya,2400.0,3.0,3.0,140.0,4,5833.333333333333
Super built-up  Area,Somasundara Palya,1650.0,3.0,2.0,95.0,3,5757.575757575758
Built-up  Area,Somasundara Palya,1186.0,2.0,3.0,72.0,2,6070.826306913997
Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2,4000.0
Built-up  Area,Sompura,1025.0,2.0,0.0,37.0,3,3609.756097560976
Super built-up  Area,Sompura,1020.0,2.0,3.0,41.0,2,4019.607843137255
Built-up  Area,Sompura,1126.0,2.0,2.0,39.0,2,3463.587921847247
Built-up  Area,Sompura,825.0,2.0,1.0,32.0,2,3878.787878787879
Super built-up  Area,Sompura,1360.0,2.0,3.0,45.0,3,3308.823529411765
Super built-up  Area,Sompura,1350.0,2.0,2.0,47.0,3,3481.4814814814813
Super built-up  Area,Sompura,2150.0,3.0,2.0,85.0,4,3953.4883720930234
Super built-up  Area,Sonnenahalli,1415.0,2.0,1.0,55.0,3,3886.9257950530036
Built-up  Area,Sonnenahalli,896.0,2.0,1.0,43.75,2,4882.8125
Super built-up  Area,Sonnenahalli,1120.0,2.0,2.0,43.0,2,3839.285714285714
Super built-up  Area,Sonnenahalli,1100.0,2.0,1.0,44.0,2,4000.0
Super built-up  Area,Sonnenahalli,1011.0,2.0,1.0,50.53,2,4998.021760633037
Super built-up  Area,Sonnenahalli,614.5,1.0,0.0,30.715,1,4998.372660699756
Super built-up  Area,Sonnenahalli,1484.0,3.0,1.0,74.18,3,4998.652291105122
Super built-up  Area,Sonnenahalli,1610.0,3.0,2.0,80.48,3,4998.757763975155
Super built-up  Area,Sonnenahalli,1415.0,2.0,1.0,65.0,3,4593.639575971732
Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,58.0,2,4574.132492113565
Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,56.0,2,4416.403785488959
Super built-up  Area,Sonnenahalli,605.0,1.0,1.0,30.24,1,4998.347107438017
Built-up  Area,Sonnenahalli,1484.0,3.0,1.0,75.0,3,5053.908355795148
Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2,5400.4305705059205
Built-up  Area,Subramanyapura,1200.0,2.0,2.0,52.0,2,4333.333333333333
Super built-up  Area,Subramanyapura,975.0,2.0,1.0,58.0,2,5948.717948717948
Built-up  Area,Subramanyapura,1277.0,2.0,2.0,55.0,2,4306.969459671104
Super built-up  Area,Subramanyapura,985.0,2.0,1.0,58.0,2,5888.324873096447
Super built-up  Area,Subramanyapura,1245.0,2.0,1.0,68.0,3,5461.847389558233
Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,73.0,2,5559.786747905559
Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,66.5,2,5064.737242955065
Super built-up  Area,Subramanyapura,1255.0,2.0,2.0,79.0,3,6294.820717131474
Super built-up  Area,Subramanyapura,1330.0,3.0,2.0,72.0,3,5413.533834586467
Built-up  Area,Subramanyapura,929.0,2.0,1.0,48.0,2,5166.846071044133
Super built-up  Area,Subramanyapura,950.0,2.0,1.0,55.0,2,5789.473684210527
Super built-up  Area,Subramanyapura,929.0,2.0,1.0,56.0,2,6027.9870828848225
Super built-up  Area,Subramanyapura,1800.0,3.0,2.0,90.0,3,5000.0
Built-up  Area,Subramanyapura,1260.0,2.0,2.0,76.0,3,6031.746031746032
Super built-up  Area,Subramanyapura,1278.0,2.0,2.0,59.0,3,4616.588419405321
Super built-up  Area,Subramanyapura,960.0,2.0,1.0,55.0,2,5729.166666666667
Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,73.0,3,5793.650793650793
Super built-up  Area,Subramanyapura,1278.0,3.0,2.0,62.71,3,4906.885758998435
Super built-up  Area,Subramanyapura,1278.0,3.0,2.0,70.0,3,5477.308294209703
Super built-up  Area,Subramanyapura,929.0,2.0,2.0,49.0,2,5274.48869752422
Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,75.0,3,5952.380952380952
Super built-up  Area,Subramanyapura,1000.0,2.0,1.0,45.0,2,4500.0
Super built-up  Area,Subramanyapura,2495.0,3.0,3.0,130.0,3,5210.420841683367
Super built-up  Area,Subramanyapura,929.0,1.0,2.0,51.0,2,5489.773950484392
Super built-up  Area,Subramanyapura,1880.0,3.0,2.0,110.0,3,5851.063829787234
Super built-up  Area,Subramanyapura,1800.0,3.0,2.0,80.0,3,4444.444444444444
Carpet  Area,Sultan Palaya,1700.0,3.0,3.0,120.0,3,7058.823529411765
Super built-up  Area,Sultan Palaya,1100.0,2.0,1.0,45.0,2,4090.909090909091
Built-up  Area,Sultan Palaya,900.0,2.0,2.0,45.0,2,5000.0
Built-up  Area,Sultan Palaya,870.0,2.0,1.0,65.0,2,7471.264367816092
Built-up  Area,Sultan Palaya,1765.0,3.0,3.0,80.0,3,4532.57790368272
Super built-up  Area,Sultan Palaya,1713.0,3.0,3.0,125.0,3,7297.139521307648
Super built-up  Area,Sultan Palaya,1009.0,2.0,1.0,65.0,2,6442.021803766105
Built-up  Area,Sultan Palaya,5000.0,5.0,2.0,325.0,4,6500.0
Super built-up  Area,Sultan Palaya,1070.0,2.0,2.0,49.0,2,4579.439252336449
Plot  Area,TC Palaya,1475.0,3.0,1.0,98.0,3,6644.067796610169
Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2,5000.0
Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,3,5500.0
Super built-up  Area,TC Palaya,1600.0,2.0,2.0,65.0,3,4062.5
Plot  Area,TC Palaya,1200.0,3.0,0.0,66.0,3,5500.0
Plot  Area,TC Palaya,1350.0,2.0,1.0,75.0,3,5555.555555555556
Plot  Area,TC Palaya,1240.0,2.0,1.0,60.0,2,4838.709677419355
Plot  Area,TC Palaya,1500.0,2.0,1.0,100.0,3,6666.666666666667
Plot  Area,TC Palaya,1200.0,2.0,0.0,65.0,2,5416.666666666667
Plot  Area,TC Palaya,1200.0,2.0,0.0,70.0,2,5833.333333333333
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
Plot  Area,TC Palaya,1200.0,2.0,0.0,66.5,3,5541.666666666667
Plot  Area,TC Palaya,4800.0,3.0,3.0,302.0,4,6291.666666666667
Built-up  Area,TC Palaya,1000.0,2.0,0.0,64.0,2,6400.0
Built-up  Area,TC Palaya,1100.0,3.0,1.0,50.0,3,4545.454545454545
Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,2,5500.0
Super built-up  Area,TC Palaya,1200.0,2.0,0.0,66.5,3,5541.666666666667
Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,3,5500.0
Plot  Area,TC Palaya,1500.0,3.0,0.0,83.0,3,5533.333333333333
Built-up  Area,TC Palaya,1350.0,3.0,1.0,60.0,3,4444.444444444444
Built-up  Area,TC Palaya,1200.0,2.0,0.0,65.0,2,5416.666666666667
Super built-up  Area,TC Palaya,1500.0,2.0,0.0,75.0,2,5000.0
Super built-up  Area,TC Palaya,1200.0,2.0,0.0,66.0,3,5500.0
Built-up  Area,TC Palaya,1000.0,2.0,0.0,70.0,2,7000.0
Built-up  Area,TC Palaya,1100.0,2.0,0.0,65.0,2,5909.090909090909
Built-up  Area,TC Palaya,1800.0,2.0,2.0,80.0,2,4444.444444444444
Plot  Area,TC Palaya,1200.0,2.0,1.0,70.0,2,5833.333333333333
Plot  Area,TC Palaya,1350.0,1.0,0.0,55.0,1,4074.074074074074
Built-up  Area,TC Palaya,2000.0,3.0,1.0,76.0,3,3800.0
Built-up  Area,TC Palaya,1082.0,2.0,2.0,64.0,2,5914.972273567468
Plot  Area,TC Palaya,1995.0,3.0,1.0,100.0,3,5012.5313283208025
Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,3,5500.0
Super built-up  Area,TC Palaya,1152.0,2.0,2.0,55.0,2,4774.305555555556
Super built-up  Area,Talaghattapura,1868.0,3.0,2.0,131.0,3,7012.847965738758
Super built-up  Area,Talaghattapura,2038.5,3.0,0.0,120.0,3,5886.681383370125
Super built-up  Area,Talaghattapura,2106.0,3.0,2.0,126.0,3,5982.9059829059825
Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,121.0,3,6477.516059957174
Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,135.0,3,7226.980728051391
Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,120.0,3,6423.982869379015
Super built-up  Area,Talaghattapura,1804.0,3.0,1.0,115.0,3,6374.7228381374725
Super built-up  Area,Talaghattapura,2254.0,3.0,2.0,153.0,3,6787.93256433008
Super built-up  Area,Talaghattapura,2106.0,3.0,3.0,148.0,3,7027.540360873694
Super built-up  Area,Talaghattapura,2273.0,3.0,3.0,159.0,3,6995.160580730312
Super built-up  Area,Talaghattapura,2099.0,3.0,3.0,147.0,3,7003.334921391139
Built-up  Area,Talaghattapura,1100.0,2.0,0.0,50.0,2,4545.454545454545
Super built-up  Area,Talaghattapura,1100.0,2.0,1.0,49.49,2,4499.090909090909
Super built-up  Area,Talaghattapura,1575.0,3.0,2.0,80.0,3,5079.3650793650795
Super built-up  Area,Talaghattapura,2273.0,3.0,2.0,145.0,3,6379.234491860977
Super built-up  Area,Talaghattapura,1175.0,2.0,2.0,62.0,2,5276.595744680851
Super built-up  Area,Talaghattapura,1804.0,3.0,2.0,127.0,3,7039.911308203991
Super built-up  Area,Talaghattapura,1062.0,2.0,1.0,42.48,2,4000.0
Super built-up  Area,Talaghattapura,2038.5,3.0,0.0,122.0,3,5984.792739759627
Built-up  Area,Talaghattapura,1800.0,3.0,1.0,84.0,3,4666.666666666667
Super built-up  Area,Talaghattapura,2265.0,3.0,3.0,159.0,3,7019.867549668874
Super built-up  Area,Talaghattapura,2099.0,3.0,2.0,134.0,3,6383.992377322535
Super built-up  Area,Thanisandra,510.0,1.0,0.0,25.25,1,4950.980392156863
Super built-up  Area,Thanisandra,1296.0,2.0,3.0,80.0,2,6172.83950617284
Super built-up  Area,Thanisandra,1436.0,3.0,1.0,74.75,3,5205.431754874652
Super built-up  Area,Thanisandra,2144.0,3.0,2.0,145.0,3,6763.059701492537
Super built-up  Area,Thanisandra,1075.0,2.0,2.0,45.8,2,4260.46511627907
Super built-up  Area,Thanisandra,445.0,1.0,0.0,28.0,1,6292.134831460674
Super built-up  Area,Thanisandra,1296.0,2.0,2.0,83.0,2,6404.320987654321
Super built-up  Area,Thanisandra,1825.0,3.0,2.0,100.0,3,5479.45205479452
Super built-up  Area,Thanisandra,2144.0,3.0,2.0,135.0,3,6296.641791044776
Built-up  Area,Thanisandra,1240.0,2.0,1.0,62.0,3,5000.0
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,70.0,2,6404.391582799634
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,79.0,3,6245.059288537549
Super built-up  Area,Thanisandra,1651.0,3.0,3.0,97.38,3,5898.24348879467
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,85.0,2,6719.367588932806
Super built-up  Area,Thanisandra,510.0,1.0,1.0,25.25,1,4950.980392156863
Super built-up  Area,Thanisandra,776.5,2.0,2.0,48.145,1,6200.257566001288
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,101.0,3,6457.800511508952
Super built-up  Area,Thanisandra,1183.0,2.0,1.0,58.56,2,4950.126796280642
Super built-up  Area,Thanisandra,1847.0,3.0,2.0,123.0,3,6659.447753113156
Super built-up  Area,Thanisandra,1800.0,3.0,3.0,90.0,3,5000.0
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,114.0,3,6717.737183264585
Super built-up  Area,Thanisandra,1050.0,2.0,2.0,45.0,2,4285.714285714285
Built-up  Area,Thanisandra,3500.0,5.0,0.0,160.0,6,4571.428571428572
Super built-up  Area,Thanisandra,1573.0,3.0,2.0,95.0,3,6039.4151303242215
Super built-up  Area,Thanisandra,1917.0,3.0,3.0,122.0,3,6364.110589462703
Super built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1,4949.494949494949
Super built-up  Area,Thanisandra,1098.0,2.0,1.0,68.0,2,6193.078324225865
Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.3,1,6618.421052631579
Super built-up  Area,Thanisandra,1111.0,2.0,1.0,50.0,2,4500.450045004501
Super built-up  Area,Thanisandra,1185.5,2.0,0.0,58.68,2,4949.810206663855
Super built-up  Area,Thanisandra,2002.0,3.0,2.0,112.0,3,5594.4055944055945
Super built-up  Area,Thanisandra,1634.0,3.0,3.0,78.0,3,4773.561811505508
Super built-up  Area,Thanisandra,2000.0,3.0,2.0,99.0,3,4950.0
Super built-up  Area,Thanisandra,1050.0,2.0,2.0,46.0,2,4380.952380952381
Super built-up  Area,Thanisandra,1588.0,3.0,1.0,75.55,3,4757.556675062972
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,115.0,3,6776.664702416028
Plot  Area,Thanisandra,1380.0,1.0,1.0,62.1,1,4500.0
Super built-up  Area,Thanisandra,923.0,1.0,1.0,60.84,1,6591.549295774648
Super built-up  Area,Thanisandra,1743.0,3.0,2.0,93.25,3,5349.971313826735
Built-up  Area,Thanisandra,923.0,1.0,1.0,45.69,1,4950.162513542795
Super built-up  Area,Thanisandra,1183.0,2.0,1.0,59.74,2,5049.873203719358
Super built-up  Area,Thanisandra,1296.0,2.0,2.0,72.0,2,5555.555555555556
Super built-up  Area,Thanisandra,1020.0,2.0,1.0,44.5,2,4362.745098039216
Built-up  Area,Thanisandra,1874.0,4.0,1.0,130.0,3,6937.033084311633
Super built-up  Area,Thanisandra,1698.0,3.0,2.0,102.0,3,6007.067137809187
Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.04,3,6593.905031892275
Super built-up  Area,Thanisandra,1996.0,3.0,2.0,135.0,3,6763.527054108216
Super built-up  Area,Thanisandra,1801.0,3.0,1.0,115.0,3,6385.341476957246
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,82.0,2,6482.213438735178
Built-up  Area,Thanisandra,1100.0,2.0,1.0,48.0,2,4363.636363636364
Super built-up  Area,Thanisandra,1917.0,4.0,2.0,113.0,3,5894.627021387585
Super built-up  Area,Thanisandra,662.0,1.0,1.0,42.0,1,6344.410876132931
Built-up  Area,Thanisandra,2100.0,4.0,1.0,95.0,4,4523.809523809524
Super built-up  Area,Thanisandra,1948.0,3.0,2.0,130.0,3,6673.511293634497
Super built-up  Area,Thanisandra,1922.0,3.0,3.0,106.0,3,5515.088449531738
Super built-up  Area,Thanisandra,965.0,2.0,1.0,67.0,2,6943.00518134715
Super built-up  Area,Thanisandra,1098.0,2.0,1.0,74.0,2,6739.526411657559
Super built-up  Area,Thanisandra,1437.0,2.0,1.0,71.13,2,4949.895615866389
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,104.0,3,6649.616368286445
Built-up  Area,Thanisandra,1241.0,2.0,1.0,61.0,3,4915.390813859791
Super built-up  Area,Thanisandra,1200.0,2.0,1.0,65.0,3,5416.666666666667
Super built-up  Area,Thanisandra,1732.0,3.0,1.0,85.73,3,4949.769053117783
Super built-up  Area,Thanisandra,1917.0,4.0,2.0,100.0,3,5216.484089723526
Super built-up  Area,Thanisandra,1250.0,1.0,1.0,54.0,2,4320.0
Super built-up  Area,Thanisandra,2127.0,3.0,2.0,135.0,3,6346.967559943582
Super built-up  Area,Thanisandra,2336.5,3.0,0.0,115.89,3,4959.982880376631
Super built-up  Area,Thanisandra,1276.0,2.0,2.0,75.0,2,5877.742946708464
Built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1,4949.494949494949
Super built-up  Area,Thanisandra,2259.0,5.0,2.0,135.0,4,5976.095617529881
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,78.0,2,6166.00790513834
Super built-up  Area,Thanisandra,1732.0,3.0,3.0,85.73,3,4949.769053117783
Super built-up  Area,Thanisandra,934.0,2.0,2.0,55.0,2,5888.650963597431
Super built-up  Area,Thanisandra,1056.0,2.0,2.0,68.0,2,6439.393939393939
Built-up  Area,Thanisandra,1595.0,3.0,1.0,110.0,3,6896.551724137931
Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.15,3,6601.700921332388
Super built-up  Area,Thanisandra,1093.0,2.0,1.0,68.1,2,6230.558096980786
Super built-up  Area,Thanisandra,1370.0,2.0,1.0,61.0,3,4452.554744525547
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,72.0,2,6587.374199451052
Super built-up  Area,Thanisandra,1200.0,2.0,1.0,53.5,2,4458.333333333333
Super built-up  Area,Thanisandra,1698.0,3.0,2.0,107.0,3,6301.531213191991
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,105.0,3,6713.5549872122765
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,83.0,2,6561.264822134387
Super built-up  Area,Thanisandra,784.0,1.0,0.0,35.285,1,4500.6377551020405
Super built-up  Area,Thanisandra,965.0,2.0,1.0,56.0,2,5803.108808290155
Super built-up  Area,Thanisandra,1546.0,3.0,1.0,95.0,3,6144.890038809832
Super built-up  Area,Thanisandra,777.0,1.0,0.0,38.535,1,4959.459459459459
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,110.0,3,6482.027106658809
Built-up  Area,Thanisandra,1492.0,3.0,1.0,88.0,3,5898.123324396783
Built-up  Area,Thanisandra,2072.0,3.0,2.0,122.0,3,5888.030888030888
Super built-up  Area,Thanisandra,1880.0,3.0,3.0,120.0,3,6382.978723404255
Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.0,1,6578.9473684210525
Super built-up  Area,Thanisandra,1200.0,2.0,3.0,60.0,2,5000.0
Built-up  Area,Thanisandra,1800.0,4.0,1.0,125.0,3,6944.444444444444
Super built-up  Area,Thanisandra,933.0,2.0,1.0,58.0,1,6216.505894962486
Super built-up  Area,Thanisandra,1917.0,3.0,2.0,110.0,3,5738.132498695879
Super built-up  Area,Thanisandra,1996.0,4.0,1.0,123.0,3,6162.324649298597
Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.25,2,6530.0084530853765
Built-up  Area,Thanisandra,1491.0,3.0,1.0,88.0,3,5902.079141515761
Super built-up  Area,Thanisandra,1881.0,3.0,2.0,95.0,3,5050.50505050505
Super built-up  Area,Thanisandra,662.0,1.0,1.0,29.0,1,4380.664652567976
Super built-up  Area,Thanisandra,1183.0,2.0,2.0,58.56,2,4950.126796280642
Super built-up  Area,Thanisandra,1564.0,3.0,2.0,100.0,3,6393.861892583121
Built-up  Area,Thanisandra,662.0,1.0,0.0,45.0,1,6797.583081570997
Super built-up  Area,Thanisandra,1573.0,3.0,2.0,98.0,3,6230.1335028607755
